,Unnamed: 0,fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name,city,LATITUDE,LONGITUDE,weather
142,142,1543881600,AA,AA_CODESHARE,AA,4850,PT,N633AE,4850,15096,SYR,"Syracuse, NY",14100,PHL,"Philadelphia, PA",1330,1317.0,-13.0,22.0,1339.0,1422.0,6.0,1450,1428.0,-22.0,0,,0,N,80.0,71.0,43.0,1,228,,,,,,,,,,Syracuse,43.11119,-76.10631,snow
143,143,1516924800,DL,DL,DL,2014,DL,N938DL,2014,15096,SYR,"Syracuse, NY",10397,ATL,"Atlanta, GA",605,601.0,-4.0,12.0,613.0,808.0,8.0,859,816.0,-43.0,0,,0,N,174.0,135.0,115.0,1,794,,,,,,,,,,Syracuse,43.11119,-76.10631,cloudy
145,145,1548547200,AA,AA,AA,1829,AA,N708UW,1829,15096,SYR,"Syracuse, NY",11057,CLT,"Charlotte, NC",1928,1917.0,-11.0,9.0,1926.0,2123.0,8.0,2141,2131.0,-10.0,0,,0,N,133.0,134.0,117.0,1,603,,,,,,,,,,Syracuse,43.11119,-76.10631,cloudy
147,147,1518480000,AA,AA_CODESHARE,AA,5531,OH,N553NN,5531,15096,SYR,"Syracuse, NY",11278,DCA,"Washington, DC",607,603.0,-4.0,16.0,619.0,716.0,12.0,750,728.0,-22.0,0,,0,N,103.0,85.0,57.0,1,298,,,,,,,,,,Syracuse,43.11119,-76.10631,cloudy
150,150,1550966400,F9,F9,F9,959,F9,N342FR,959,15096,SYR,"Syracuse, NY",14635,RSW,"Fort Myers, FL",950,938.0,-12.0,11.0,949.0,1251.0,14.0,1312,1305.0,-7.0,0,,0,N,202.0,207.0,182.0,1,1186,,,,,,,,,,Syracuse,43.11119,-76.10631,cloudy
151,151,1546128000,B6,B6,B6,1815,B6,N198JB,1815,15096,SYR,"Syracuse, NY",12478,JFK,"New York, NY",1859,2028.0,89.0,11.0,2039.0,2126.0,10.0,2024,2136.0,72.0,0,,0,N,85.0,68.0,47.0,1,209,0.0,0.0,0.0,0.0,72.0,,,,,Syracuse,43.11119,-76.10631,cloudy
152,152,1516838400,AA,AA_CODESHARE,AA,5184,OH,N584NN,5184,15096,SYR,"Syracuse, NY",11057,CLT,"Charlotte, NC",1404,1400.0,-4.0,10.0,1410.0,1541.0,15.0,1625,1556.0,-29.0,0,,0,N,141.0,116.0,91.0,1,603,,,,,,,,,,Syracuse,43.11119,-76.10631,cloudy
154,154,1547856000,DL,DL,DL,986,DL,N962DN,986,15096,SYR,"Syracuse, NY",10397,ATL,"Atlanta, GA",600,621.0,21.0,14.0,635.0,843.0,8.0,838,851.0,13.0,0,,0,N,158.0,150.0,128.0,1,794,,,,,,,,,,Syracuse,43.11119,-76.10631,cloudy
156,156,1575331200,AA,AA_CODESHARE,AA,3310,MQ,N230NN,3310,15096,SYR,"Syracuse, NY",13930,ORD,"Chicago, IL",500,453.0,-7.0,25.0,518.0,551.0,12.0,618,603.0,-15.0,0,,0,N,138.0,130.0,93.0,1,607,,,,,,,,,,Syracuse,43.11119,-76.10631,cloudy
157,157,1546387200,UA,UA_CODESHARE,UA,4505,G7,N154GJ,4505,15096,SYR,"Syracuse, NY",13930,ORD,"Chicago, IL",955,1013.0,18.0,12.0,1025.0,1111.0,9.0,1123,1120.0,-3.0,0,,0,N,148.0,127.0,106.0,1,607,,,,,,,,,,Syracuse,43.11119,-76.10631,cloudy
158,158,1518480000,DL,DL,DL,2014,DL,N970DL,2014,15096,SYR,"Syracuse, NY",10397,ATL,"Atlanta, GA",605,557.0,-8.0,23.0,620.0,825.0,7.0,859,832.0,-27.0,0,,0,N,174.0,155.0,125.0,1,794,,,,,,,,,,Syracuse,43.11119,-76.10631,cloudy
159,159,1545004800,AA,AA_CODESHARE,AA,3538,MQ,N529EA,3538,15096,SYR,"Syracuse, NY",13930,ORD,"Chicago, IL",1453,1449.0,-4.0,9.0,1458.0,1530.0,17.0,1606,1547.0,-19.0,0,,0,N,133.0,118.0,92.0,1,607,,,,,,,,,,Syracuse,43.11119,-76.10631,cloudy
160,160,1518048000,B6,B6,B6,1815,B6,N346JB,1815,15096,SYR,"Syracuse, NY",12478,JFK,"New York, NY",1835,1837.0,2.0,25.0,1902.0,2005.0,9.0,2000,2014.0,14.0,0,,0,N,85.0,97.0,63.0,1,209,,,,,,,,,,Syracuse,43.11119,-76.10631,cloudy
163,163,1548028800,UA,UA_CODESHARE,UA,4975,C5,N14177,4975,15096,SYR,"Syracuse, NY",11618,EWR,"Newark, NJ",1300,1524.0,144.0,33.0,1557.0,1633.0,12.0,1436,1645.0,129.0,0,,0,N,96.0,81.0,36.0,1,195,0.0,0.0,129.0,0.0,0.0,1251.0,31.0,31.0,,Syracuse,43.11119,-76.10631,snow
166,166,1516838400,AA,AA,AA,1898,AA,N722US,1898,15096,SYR,"Syracuse, NY",11057,CLT,"Charlotte, NC",1917,1923.0,6.0,12.0,1935.0,2107.0,7.0,2132,2114.0,-18.0,0,,0,N,135.0,111.0,92.0,1,603,,,,,,,,,,Syracuse,43.11119,-76.10631,cloudy
167,167,1518912000,AA,AA_CODESHARE,AA,3651,MQ,N527EA,3651,15096,SYR,"Syracuse, NY",13930,ORD,"Chicago, IL",1129,1126.0,-3.0,10.0,1136.0,1220.0,9.0,1245,1229.0,-16.0,0,,0,N,136.0,123.0,104.0,1,607,,,,,,,,,,Syracuse,43.11119,-76.10631,cloudy
169,169,1517443200,DL,DL_CODESHARE,DL,3691,9E,N298PQ,3691,15096,SYR,"Syracuse, NY",12953,LGA,"New York, NY",550,549.0,-1.0,13.0,602.0,640.0,4.0,720,644.0,-36.0,0,,0,N,90.0,55.0,38.0,1,198,,,,,,,,,,Syracuse,43.11119,-76.10631,cloudy
173,173,1548028800,B6,B6,B6,655,B6,N521JB,655,15096,SYR,"Syracuse, NY",13204,MCO,"Orlando, FL",710,732.0,22.0,48.0,820.0,1035.0,5.0,1027,1040.0,13.0,0,,0,N,197.0,188.0,135.0,1,1053,,,,,,,,,,Syracuse,43.11119,-76.10631,snow
174,174,1548374400,AA,AA_CODESHARE,AA,4851,PT,N640AE,4851,15096,SYR,"Syracuse, NY",10721,BOS,"Boston, MA",2046,2030.0,-16.0,12.0,2042.0,2125.0,8.0,2157,2133.0,-24.0,0,,0,N,71.0,63.0,43.0,1,265,,,,,,,,,,Syracuse,43.11119,-76.10631,cloudy
175,175,1575936000,UA,UA_CODESHARE,UA,5010,C5,N16178,5010,15096,SYR,"Syracuse, NY",11618,EWR,"Newark, NJ",925,914.0,-11.0,16.0,930.0,1011.0,7.0,1037,1018.0,-19.0,0,,0,N,72.0,64.0,41.0,1,195,,,,,,,,,,Syracuse,43.11119,-76.10631,rain
176,176,1576022400,DL,DL,DL,2270,DL,N301NB,2270,15096,SYR,"Syracuse, NY",11433,DTW,"Detroit, MI",544,543.0,-1.0,12.0,555.0,702.0,6.0,730,708.0,-22.0,0,,0,N,106.0,85.0,67.0,1,374,,,,,,,,,,Syracuse,43.11119,-76.10631,cloudy
177,177,1517356800,UA,UA_CODESHARE,UA,4511,G7,N168GJ,4511,15096,SYR,"Syracuse, NY",13930,ORD,"Chicago, IL",655,649.0,-6.0,31.0,720.0,759.0,14.0,815,813.0,-2.0,0,,0,N,140.0,144.0,99.0,1,607,,,,,,,,,,Syracuse,43.11119,-76.10631,snow
181,181,1576368000,AA,AA_CODESHARE,AA,3710,MQ,N280NN,3710,15096,SYR,"Syracuse, NY",13930,ORD,"Chicago, IL",631,624.0,-7.0,36.0,700.0,746.0,16.0,800,802.0,2.0,0,,0,N,149.0,158.0,106.0,1,607,,,,,,,,,,Syracuse,43.11119,-76.10631,rain
183,183,1519084800,DL,DL_CODESHARE,DL,6262,G7,N369CA,6262,15096,SYR,"Syracuse, NY",11433,DTW,"Detroit, MI",540,534.0,-6.0,10.0,544.0,647.0,6.0,739,653.0,-46.0,0,,0,N,119.0,79.0,63.0,1,374,,,,,,,,,,Syracuse,43.11119,-76.10631,rain
185,185,1544227200,AA,AA_CODESHARE,AA,5149,OH,N544AE,5149,15096,SYR,"Syracuse, NY",11057,CLT,"Charlotte, NC",1509,1453.0,-16.0,39.0,1532.0,1723.0,9.0,1721,1732.0,11.0,0,,0,N,132.0,159.0,111.0,1,603,,,,,,,,,,Syracuse,43.11119,-76.10631,cloudy
186,186,1548374400,AA,AA_CODESHARE,AA,5014,PT,N641AE,5014,15096,SYR,"Syracuse, NY",14100,PHL,"Philadelphia, PA",553,556.0,3.0,29.0,625.0,708.0,7.0,725,715.0,-10.0,0,,0,N,92.0,79.0,43.0,1,228,,,,,,,,,,Syracuse,43.11119,-76.10631,cloudy
187,187,1577664000,B6,B6,B6,374,B6,N190JB,374,15096,SYR,"Syracuse, NY",10721,BOS,"Boston, MA",504,452.0,-12.0,12.0,504.0,550.0,10.0,625,600.0,-25.0,0,,0,N,81.0,68.0,46.0,1,265,,,,,,,,,,Syracuse,43.11119,-76.10631,rain
188,188,1518134400,DL,DL_CODESHARE,DL,3994,9E,N902XJ,3994,15096,SYR,"Syracuse, NY",12478,JFK,"New York, NY",1845,1839.0,-6.0,63.0,1942.0,2026.0,6.0,2028,2032.0,4.0,0,,0,N,103.0,113.0,44.0,1,209,,,,,,,,,,Syracuse,43.11119,-76.10631,cloudy
189,189,1518048000,AA,AA_CODESHARE,AA,4323,AX,N611AE,4323,15096,SYR,"Syracuse, NY",11278,DCA,"Washington, DC",936,1017.0,41.0,28.0,1045.0,1145.0,12.0,1113,1157.0,44.0,0,,0,N,97.0,100.0,60.0,1,298,0.0,0.0,3.0,0.0,41.0,,,,,Syracuse,43.11119,-76.10631,cloudy
193,193,1547596800,B6,B6,B6,315,B6,N236JB,315,15096,SYR,"Syracuse, NY",12478,JFK,"New York, NY",914,904.0,-10.0,27.0,931.0,1020.0,8.0,1029,1028.0,-1.0,0,,0,N,75.0,84.0,49.0,1,209,,,,,,,,,,Syracuse,43.11119,-76.10631,cloudy
194,194,1518393600,AA,AA_CODESHARE,AA,5647,OH,N209PS,5647,15096,SYR,"Syracuse, NY",11278,DCA,"Washington, DC",1144,1242.0,58.0,10.0,1252.0,1357.0,5.0,1309,1402.0,53.0,0,,0,N,85.0,80.0,65.0,1,298,0.0,0.0,0.0,0.0,53.0,,,,,Syracuse,43.11119,-76.10631,rain
195,195,1517356800,UA,UA_CODESHARE,UA,4040,EV,N14905,4040,15096,SYR,"Syracuse, NY",11618,EWR,"Newark, NJ",1855,1841.0,-14.0,32.0,1913.0,1959.0,9.0,2024,2008.0,-16.0,0,,0,N,89.0,87.0,46.0,1,195,,,,,,,,,,Syracuse,43.11119,-76.10631,snow
197,197,1518912000,DL,DL_CODESHARE,DL,6262,G7,N369CA,6262,15096,SYR,"Syracuse, NY",11433,DTW,"Detroit, MI",540,539.0,-1.0,40.0,619.0,726.0,8.0,740,734.0,-6.0,0,,0,N,120.0,115.0,67.0,1,374,,,,,,,,,,Syracuse,43.11119,-76.10631,cloudy
198,198,1575849600,UA,UA_CODESHARE,UA,5785,OO,N124SY,5785,11986,GRR,"Grand Rapids, MI",11292,DEN,"Denver, CO",736,732.0,-4.0,15.0,747.0,824.0,16.0,845,840.0,-5.0,0,,0,N,189.0,188.0,157.0,1,1015,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
199,199,1549584000,G4,G4,G4,883,G4,234NV,883,11986,GRR,"Grand Rapids, MI",14112,PIE,"St. Petersburg, FL",958,955.0,-3.0,36.0,1031.0,1252.0,4.0,1235,1256.0,21.0,0,,0,N,157.0,181.0,141.0,1,1044,21.0,0.0,0.0,0.0,0.0,,,,,Grand Rapids,42.88082,-85.52277,cloudy
201,201,1576454400,DL,DL,DL,661,DL,N834DN,661,11986,GRR,"Grand Rapids, MI",11433,DTW,"Detroit, MI",755,748.0,-7.0,28.0,816.0,845.0,9.0,858,854.0,-4.0,0,,0,N,63.0,66.0,29.0,1,120,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
204,204,1519516800,DL,DL,DL,751,DL,N969DL,751,11986,GRR,"Grand Rapids, MI",10397,ATL,"Atlanta, GA",1327,1325.0,-2.0,8.0,1333.0,1522.0,7.0,1541,1529.0,-12.0,0,,0,N,134.0,124.0,109.0,1,640,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
206,206,1519344000,DL,DL_CODESHARE,DL,4778,OO,N762SK,4778,11986,GRR,"Grand Rapids, MI",13487,MSP,"Minneapolis, MN",1302,1320.0,18.0,14.0,1334.0,1348.0,6.0,1350,1354.0,4.0,0,,0,N,108.0,94.0,74.0,1,408,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
208,208,1550275200,AA,AA_CODESHARE,AA,4014,MQ,N248NN,4014,11986,GRR,"Grand Rapids, MI",11298,DFW,"Dallas/Fort Worth, TX",1508,1506.0,-2.0,11.0,1517.0,1655.0,6.0,1710,1701.0,-9.0,0,,0,N,182.0,175.0,158.0,1,931,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
210,210,1517356800,WN,WN,WN,968,WN,N565WN,968,11986,GRR,"Grand Rapids, MI",10821,BWI,"Baltimore, MD",1200,1154.0,-6.0,8.0,1202.0,1311.0,5.0,1335,1316.0,-19.0,0,,0,N,95.0,82.0,69.0,1,528,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
211,211,1548720000,DL,DL_CODESHARE,DL,3465,9E,N232PQ,3465,11986,GRR,"Grand Rapids, MI",11433,DTW,"Detroit, MI",1938,2102.0,84.0,60.0,2202.0,2228.0,9.0,2039,2237.0,118.0,0,,0,N,61.0,95.0,26.0,1,120,0.0,76.0,34.0,0.0,8.0,,,,,Grand Rapids,42.88082,-85.52277,snow
212,212,1545955200,DL,DL_CODESHARE,DL,3281,9E,N181PQ,3281,11986,GRR,"Grand Rapids, MI",13487,MSP,"Minneapolis, MN",1841,1839.0,-2.0,20.0,1859.0,1902.0,11.0,1928,1913.0,-15.0,0,,0,N,107.0,94.0,63.0,1,408,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
215,215,1519171200,UA,UA,UA,206,UA,N77539,206,11986,GRR,"Grand Rapids, MI",13930,ORD,"Chicago, IL",630,626.0,-4.0,31.0,657.0,630.0,8.0,639,638.0,-1.0,0,,0,N,69.0,72.0,33.0,1,137,,,,,,,,,,Grand Rapids,42.88082,-85.52277,rain
217,217,1547510400,DL,DL_CODESHARE,DL,3771,OO,N271SY,3771,11986,GRR,"Grand Rapids, MI",12953,LGA,"New York, NY",1816,1837.0,21.0,43.0,1920.0,2045.0,8.0,2019,2053.0,34.0,0,,0,N,123.0,136.0,85.0,1,618,0.0,0.0,13.0,0.0,21.0,,,,,Grand Rapids,42.88082,-85.52277,cloudy
218,218,1548547200,AA,AA_CODESHARE,AA,5092,OH,N553NN,5092,11986,GRR,"Grand Rapids, MI",11057,CLT,"Charlotte, NC",625,635.0,10.0,34.0,709.0,833.0,8.0,841,841.0,0.0,0,,0,N,136.0,126.0,84.0,1,583,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
219,219,1550016000,UA,UA_CODESHARE,UA,4958,C5,N12195,4958,11986,GRR,"Grand Rapids, MI",11618,EWR,"Newark, NJ",1950,2023.0,33.0,32.0,2055.0,2215.0,18.0,2154,2233.0,39.0,0,,0,N,124.0,130.0,80.0,1,605,0.0,0.0,39.0,0.0,0.0,,,,,Grand Rapids,42.88082,-85.52277,snow
222,222,1518048000,UA,UA_CODESHARE,UA,3495,YX,N857RW,3495,11986,GRR,"Grand Rapids, MI",11618,EWR,"Newark, NJ",1450,1514.0,24.0,31.0,1545.0,1708.0,8.0,1650,1716.0,26.0,0,,0,N,120.0,122.0,83.0,1,605,5.0,0.0,2.0,0.0,19.0,,,,,Grand Rapids,42.88082,-85.52277,cloudy
224,224,1549843200,DL,DL,DL,2514,DL,N837DN,2514,11986,GRR,"Grand Rapids, MI",13487,MSP,"Minneapolis, MN",700,654.0,-6.0,10.0,704.0,716.0,11.0,751,727.0,-24.0,0,,0,N,111.0,93.0,72.0,1,408,,,,,,,,,,Grand Rapids,42.88082,-85.52277,snow
225,225,1549843200,F9,F9,F9,1074,F9,N201FR,1074,11986,GRR,"Grand Rapids, MI",13204,MCO,"Orlando, FL",1346,1343.0,-3.0,15.0,1358.0,1616.0,9.0,1645,1625.0,-20.0,0,,0,N,179.0,162.0,138.0,1,1024,,,,,,,,,,Grand Rapids,42.88082,-85.52277,snow
226,226,1544227200,WN,WN,WN,3168,WN,N7823A,3168,11986,GRR,"Grand Rapids, MI",13204,MCO,"Orlando, FL",1425,1422.0,-3.0,10.0,1432.0,1653.0,11.0,1705,1704.0,-1.0,0,,0,N,160.0,162.0,141.0,1,1024,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
232,232,1550016000,DL,DL,DL,1952,DL,N860DN,1952,11986,GRR,"Grand Rapids, MI",10397,ATL,"Atlanta, GA",600,557.0,-3.0,40.0,637.0,807.0,6.0,817,813.0,-4.0,0,,0,N,137.0,136.0,90.0,1,640,,,,,,,,,,Grand Rapids,42.88082,-85.52277,snow
235,235,1547596800,DL,DL_CODESHARE,DL,3762,OO,N771SK,3762,11986,GRR,"Grand Rapids, MI",13487,MSP,"Minneapolis, MN",1304,1257.0,-7.0,13.0,1310.0,1326.0,2.0,1350,1328.0,-22.0,0,,0,N,106.0,91.0,76.0,1,408,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
236,236,1514851200,AA,AA_CODESHARE,AA,5534,OH,N560NN,5534,11986,GRR,"Grand Rapids, MI",11057,CLT,"Charlotte, NC",640,707.0,27.0,29.0,736.0,859.0,4.0,847,903.0,16.0,0,,0,N,127.0,116.0,83.0,1,583,16.0,0.0,0.0,0.0,0.0,,,,,Grand Rapids,42.88082,-85.52277,cloudy
237,237,1550707200,AA,AA_CODESHARE,AA,4709,YX,N403YX,4709,11986,GRR,"Grand Rapids, MI",13303,MIA,"Miami, FL",502,512.0,10.0,17.0,529.0,822.0,6.0,834,828.0,-6.0,0,,0,N,212.0,196.0,173.0,1,1214,,,,,,,,,,Grand Rapids,42.88082,-85.52277,rain
238,238,1547337600,WN,WN,WN,4576,WN,N446WN,4576,11986,GRR,"Grand Rapids, MI",13232,MDW,"Chicago, IL",1705,1706.0,1.0,8.0,1714.0,1654.0,2.0,1710,1656.0,-14.0,0,,0,N,65.0,50.0,40.0,1,137,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
239,239,1575849600,F9,F9,F9,2851,F9,N213FR,2851,11986,GRR,"Grand Rapids, MI",14107,PHX,"Phoenix, AZ",1350,1341.0,-9.0,13.0,1354.0,1755.0,7.0,1621,1802.0,,0,,1,N,271.0,,,1,1574,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
241,241,1548633600,WN,WN,WN,2124,WN,N7848A,2124,11986,GRR,"Grand Rapids, MI",10821,BWI,"Baltimore, MD",1630,1628.0,-2.0,45.0,1713.0,1826.0,4.0,1805,1830.0,25.0,0,,0,N,95.0,122.0,73.0,1,528,0.0,0.0,25.0,0.0,0.0,,,,,Grand Rapids,42.88082,-85.52277,cloudy
242,242,1515369600,UA,UA_CODESHARE,UA,4047,EV,N16178,4047,11986,GRR,"Grand Rapids, MI",12266,IAH,"Houston, TX",635,730.0,55.0,29.0,759.0,914.0,7.0,849,921.0,32.0,0,,0,N,194.0,171.0,135.0,1,1042,0.0,32.0,0.0,0.0,0.0,,,,,Grand Rapids,42.88082,-85.52277,cloudy
243,243,1548720000,G4,G4,G4,2681,G4,246NV,2681,11986,GRR,"Grand Rapids, MI",10466,AZA,"Phoenix, AZ",1415,1511.0,56.0,42.0,1553.0,1736.0,5.0,1611,1741.0,90.0,0,,0,N,236.0,270.0,223.0,1,1561,0.0,38.0,34.0,0.0,18.0,,,,,Grand Rapids,42.88082,-85.52277,snow
244,244,1547078400,AA,AA_CODESHARE,AA,4810,PT,N639AE,4810,11986,GRR,"Grand Rapids, MI",14100,PHL,"Philadelphia, PA",524,514.0,-10.0,29.0,543.0,713.0,11.0,730,724.0,-6.0,0,,0,N,126.0,130.0,90.0,1,573,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
245,245,1516752000,WN,WN,WN,795,WN,N7745A,795,11986,GRR,"Grand Rapids, MI",11292,DEN,"Denver, CO",545,540.0,-5.0,10.0,550.0,607.0,4.0,655,611.0,-44.0,0,,0,N,190.0,151.0,137.0,1,1015,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
248,248,1546041600,DL,DL_CODESHARE,DL,6270,G7,N378CA,6270,11986,GRR,"Grand Rapids, MI",11433,DTW,"Detroit, MI",1745,1742.0,-3.0,21.0,1803.0,1832.0,8.0,1849,1840.0,-9.0,0,,0,N,64.0,58.0,29.0,1,120,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
252,252,1515888000,DL,DL_CODESHARE,DL,6242,G7,N331CA,6242,11986,GRR,"Grand Rapids, MI",11433,DTW,"Detroit, MI",1018,1009.0,-9.0,9.0,1018.0,1050.0,16.0,1130,1106.0,-24.0,0,,0,N,72.0,57.0,32.0,1,120,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
260,260,1543795200,UA,UA_CODESHARE,UA,5810,OO,N142SY,5810,11986,GRR,"Grand Rapids, MI",13930,ORD,"Chicago, IL",2015,2008.0,-7.0,38.0,2046.0,2020.0,12.0,2024,2032.0,8.0,0,,0,N,69.0,84.0,34.0,1,137,,,,,,,,,,Grand Rapids,42.88082,-85.52277,rain
261,261,1517875200,AA,AA_CODESHARE,AA,4895,PT,N637AE,4895,11986,GRR,"Grand Rapids, MI",14100,PHL,"Philadelphia, PA",532,530.0,-2.0,50.0,620.0,739.0,6.0,735,745.0,10.0,0,,0,N,123.0,135.0,79.0,1,573,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
263,263,1517270400,G4,G4,G4,683,G4,254NV,683,11986,GRR,"Grand Rapids, MI",14761,SFB,"Sanford, FL",1649,1715.0,26.0,14.0,1729.0,1926.0,6.0,1929,1932.0,3.0,0,,0,N,160.0,137.0,117.0,1,1001,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
264,264,1550448000,UA,UA_CODESHARE,UA,4007,EV,N11535,4007,11986,GRR,"Grand Rapids, MI",11618,EWR,"Newark, NJ",600,720.0,80.0,27.0,747.0,905.0,11.0,759,916.0,77.0,0,,0,N,119.0,116.0,78.0,1,605,77.0,0.0,0.0,0.0,0.0,,,,,Grand Rapids,42.88082,-85.52277,snow
265,265,1547510400,DL,DL_CODESHARE,DL,3700,OO,N770SK,3700,11986,GRR,"Grand Rapids, MI",13487,MSP,"Minneapolis, MN",1617,1610.0,-7.0,20.0,1630.0,1655.0,4.0,1658,1659.0,1.0,0,,0,N,101.0,109.0,85.0,1,408,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
267,267,1575849600,UA,UA_CODESHARE,UA,4092,EV,N601UX,4092,11986,GRR,"Grand Rapids, MI",12266,IAH,"Houston, TX",1835,1825.0,-10.0,13.0,1838.0,2030.0,7.0,2043,2037.0,-6.0,0,,0,N,188.0,192.0,172.0,1,1042,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
270,270,1549670400,UA,UA_CODESHARE,UA,3552,YX,N746YX,3552,11986,GRR,"Grand Rapids, MI",11618,EWR,"Newark, NJ",1459,1446.0,-13.0,16.0,1502.0,1619.0,29.0,1657,1648.0,-9.0,0,,0,N,118.0,122.0,77.0,1,605,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
273,273,1549584000,WN,WN,WN,5575,WN,N8306H,5575,11986,GRR,"Grand Rapids, MI",13232,MDW,"Chicago, IL",725,724.0,-1.0,29.0,753.0,731.0,7.0,735,738.0,3.0,0,,0,N,70.0,74.0,38.0,1,137,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
275,275,1519516800,UA,UA_CODESHARE,UA,3834,ZW,N413AW,3834,11986,GRR,"Grand Rapids, MI",13930,ORD,"Chicago, IL",1035,1134.0,59.0,19.0,1153.0,1124.0,11.0,1039,1135.0,56.0,0,,0,N,64.0,61.0,31.0,1,137,0.0,0.0,0.0,0.0,56.0,,,,,Grand Rapids,42.88082,-85.52277,cloudy
276,276,1576540800,UA,UA_CODESHARE,UA,3687,YX,N653RW,3687,11986,GRR,"Grand Rapids, MI",11618,EWR,"Newark, NJ",1630,,,,,,,1829,,,1,C,0,N,119.0,,,1,605,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
280,280,1576195200,AA,AA_CODESHARE,AA,3020,OO,N754EV,3020,11986,GRR,"Grand Rapids, MI",13930,ORD,"Chicago, IL",1231,1225.0,-6.0,22.0,1247.0,1217.0,12.0,1242,1229.0,-13.0,0,,0,N,71.0,64.0,30.0,1,137,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
281,281,1547942400,UA,UA_CODESHARE,UA,3919,ZW,N435AW,3919,11986,GRR,"Grand Rapids, MI",13930,ORD,"Chicago, IL",649,641.0,-8.0,27.0,708.0,640.0,8.0,705,648.0,-17.0,0,,0,N,76.0,67.0,32.0,1,137,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
282,282,1516665600,AA,AA_CODESHARE,AA,3720,MQ,N931AE,3720,11986,GRR,"Grand Rapids, MI",13930,ORD,"Chicago, IL",2101,2054.0,-7.0,11.0,2105.0,2033.0,26.0,2106,2059.0,-7.0,0,,0,N,65.0,65.0,28.0,1,137,,,,,,,,,,Grand Rapids,42.88082,-85.52277,rain
283,283,1550448000,DL,DL_CODESHARE,DL,3465,9E,N181PQ,3465,11986,GRR,"Grand Rapids, MI",11433,DTW,"Detroit, MI",1938,1933.0,-5.0,15.0,1948.0,2017.0,10.0,2039,2027.0,-12.0,0,,0,N,61.0,54.0,29.0,1,120,,,,,,,,,,Grand Rapids,42.88082,-85.52277,snow
284,284,1546128000,DL,DL_CODESHARE,DL,3734,OO,N825SK,3734,11986,GRR,"Grand Rapids, MI",11433,DTW,"Detroit, MI",615,609.0,-6.0,13.0,622.0,647.0,11.0,738,658.0,-40.0,0,,0,N,83.0,49.0,25.0,1,120,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
285,285,1548720000,DL,DL,DL,783,DL,N988DN,783,11986,GRR,"Grand Rapids, MI",11433,DTW,"Detroit, MI",1820,1821.0,1.0,117.0,2018.0,2045.0,11.0,1924,2056.0,92.0,0,,0,N,64.0,155.0,27.0,1,120,0.0,0.0,92.0,0.0,0.0,,,,,Grand Rapids,42.88082,-85.52277,snow
286,286,1550275200,UA,UA_CODESHARE,UA,4467,G7,N170GJ,4467,11986,GRR,"Grand Rapids, MI",13930,ORD,"Chicago, IL",845,835.0,-10.0,15.0,850.0,829.0,11.0,900,840.0,-20.0,0,,0,N,75.0,65.0,39.0,1,137,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
288,288,1545609600,AA,AA,AA,2045,AA,N820AW,2045,11986,GRR,"Grand Rapids, MI",14107,PHX,"Phoenix, AZ",1604,1557.0,-7.0,14.0,1611.0,1751.0,4.0,1835,1755.0,-40.0,0,,0,N,271.0,238.0,220.0,1,1574,,,,,,,,,,Grand Rapids,42.88082,-85.52277,cloudy
